calendar_years,acara_sml_id,acara_sml_school_name,suburb,address,post_code,state,school_sector_code_desc,school_type_code_desc,year_range,total_enrollments,fte_total_enrollments,total_female_enrollments,total_male_enrollments,campus_type_code,school_url,latitude,longitude,street_lat,street_lon,geo_formatted_address,geo_suburb,geo_reliability,geo_supplier,atlas_suburb_id
2013,44689,Yaapeet Primary School,YAAPEET,4 WOODS STREET,3424,VIC,G,Primary," Prep-1, 3-5",6,6,5,1,G,http://www.yaapeetps.vic.edu.au,-35.767845,142.05775,-35.767845,142.05775,"2 WOODS ST, YAAPEET, VIC 3424",YAAPEET,2,Sensis,
2013,44690,Gladysdale Primary School,GLADYSDALE,550 LITTLE YARRA ROAD,3797,VIC,G,Primary, Prep-6,64,64,27,37,G,http://www.gladysdaleps.vic.edu.au,-37.82094,145.650945,-37.820593,145.651492,"550 LITTLE YARRA RD, GLADYSDALE, VIC 3797",GLADYSDALE,2,Sensis,
2013,44691,Mildura West Primary School,MILDURA,NINTH STREET,3500,VIC,G,Primary, Prep-6,376,376,178,198,G,http://www.mildurawestps.vic.edu.au,-34.179749,142.1517242,-34.179749,142.1517242,"Mildura West Primary School, Ninth Street, Mildura VIC 3500, Australia",MILDURA,3,Google,
2013,44692,Moonee Ponds Primary School,MOONEE PONDS,WILSON STREET,3039,VIC,G,Primary, Prep-6,285,285,131,154,G,http://www.mpp.vic.edu.au,-37.763088,144.9337059,-37.763088,144.9337059,"Moonee Ponds Primary School, 87 Wilson Street, Moonee Ponds VIC 3039, Australia",MOONEE PONDS,3,Google,
2013,44693,Kingsville Primary School,YARRAVILLE,58 BISHOP STREET,3013,VIC,G,Primary, Prep-6,549,549,256,293,G,http://www.kingsvilleps.vic.edu.au,-37.812488,144.874065,-37.812625,144.874804,"58 BISHOP ST, YARRAVILLE, VIC 3013",YARRAVILLE,2,Sensis,
2013,44694,Kallista Primary School,KALLISTA,72 MONBULK ROAD,3791,VIC,G,Primary, Prep-6,221,221,114,107,G,http://kallista.global2.vic.edu.au/,-37.916494,145.44992,-37.91661,145.449689,"72 EMERALD-MONBULK RD, EMERALD, VIC 3782",EMERALD,2,Sensis,
2013,44695,Essendon North Primary School,ESSENDON NORTH,112 KEILOR ROAD,3041,VIC,G,Primary, Prep-6,533,532.1,245,288,G,http://www.enps.vic.edu.au/,-37.740581,144.903464,-37.741637,144.903028,"112 KEILOR RD, ESSENDON NORTH, VIC 3041",ESSENDON NORTH,2,Sensis,
2013,44696,Ascot Vale West Primary School,ASCOT VALE,LANGS RD,3032,VIC,G,Primary, Prep-6,288,288,134,154,G,http://www.avwps.vic.edu.au,-37.7799948,144.9105572,-37.7799948,144.9105572,"Ascot Vale West Primary School, 8 Langs Road, Ascot Vale VIC 3032, Australia",ASCOT VALE,3,Google,
2013,44697,Welton Primary School,TORRUMBARRY,140 WELTON SCHOOL ROAD,3562,VIC,G,Primary, Prep-6,28,28,12,16,G,http://www.weltonps.vic.edu.au,-35.992101,144.502489,-35.992101,144.502489,"64 WELTON SCHOOL RD, TORRUMBARRY, VIC 3562",TORRUMBARRY,2,Sensis,
2013,44698,Hartwell Primary School,CAMBERWELL,MILVERTON ST,3124,VIC,G,Primary, Prep-6,607,606.2,336,271,G,http://www.hartwellps.vic.edu.au,-37.8478498,145.084312,-37.8478498,145.084312,"Hartwell Primary School, Milverton Street, Camberwell VIC 3124, Australia",CAMBERWELL,3,Google,
2013,44699,Red Cliffs Primary School,RED CLIFFS,MURRAY AVENUE,3496,VIC,G,Primary, Prep-6,182,182,92,90,G,http://www.redcliffsps.vic.edu.au,-34.3121413,142.1851094,-34.3121413,142.1851094,"Red Cliffs Primary School, Murray Avenue, Red Cliffs VIC 3496, Australia",RED CLIFFS,3,Google,
2013,44700,Wattle Glen Primary School,WATTLE GLEN,16-24 REYNOLDS ROAD,3096,VIC,G,Primary, Prep-6,73,73,32,41,G,http://www.wattlegps.vic.edu.au/,-37.668687,145.182505,-37.668805,145.183174,"16-24 REYNOLDS RD, WATTLE GLEN, VIC 3096",WATTLE GLEN,2,Sensis,
2013,44701,Hampton Park Primary School,HAMPTON PARK,SOMERVILLE ROAD,3976,VIC,G,Primary, Prep-6,315,315,178,137,G,http://www.hpps.vic.edu.au,-38.0309068,145.2528398,-38.0309068,145.2528398,"Hampton Park Primary School, 32 Somerville Road, Hampton Park VIC 3976, Australia",HAMPTON PARK,3,Google,
2013,44702,Colac West Primary School,COLAC,12 LIGAR STREET,3250,VIC,G,Primary, Prep-6,110,109.4,48,62,G,http://www.colacwest.vic.edu.au,-38.33601,143.57953,-38.33601,143.57953,"12 LIGAR ST, COLAC, VIC 3250",COLAC,2,Sensis,
2013,44703,Boronia K-12 College,BORONIA,RANGEVIEW ROAD,3155,VIC,G,Combined, Prep-12,419,418.4,218,201,H,http://www.BoroniaK-12.vic.edu.au,-37.8584728,145.2897263,-37.8584728,145.2897263,"Boronia K-12 College, Rangeview Campus, Rangeview Road, Boronia VIC 3155, Australia",BORONIA,3,Google,
2013,44704,Ripponlea Primary School,ST KILDA EAST,25 CARRINGTON GROVE,3183,VIC,G,Primary, Prep-6,284,284,147,137,G,http://www.ripponleaps.vic.edu.au,-37.874693,145.005027,-37.874452,145.005057,"25 CARRINGTON GR, ST KILDA EAST, VIC 3183",ST KILDA EAST,2,Sensis,
2013,44705,Noojee Primary School,NOOJEE,65 SCHOOL ROAD,3833,VIC,G,Primary," Prep, 2, 4-6",13,13,5,8,G,http://www.vrqa.vic.gov.au/StateRegister/Provider.aspx/DetailsProvider?AccountID=574d5524-ed32-de11-9c94-002185cd8e5c,-37.894961,146.00801,-37.894961,146.008035,"65 SCHOOL RD, NOOJEE, VIC 3833",NOOJEE,2,Sensis,
2013,44706,Montmorency Primary School,MONTMORENCY,RATTRAY ROAD,3094,VIC,G,Primary, Prep-6,165,165,71,94,G,http://www.montmorencyps.vic.edu.au,-37.7175889,145.1215947,-37.7175889,145.1215947,"Montmorency Primary School, 60 Rattray Road, Montmorency VIC 3094, Australia",MONTMORENCY,3,Google,
2013,44707,Moriac Primary School,MORIAC,785 HENDY MAIN ROAD,3240,VIC,G,Primary, Prep-6,202,202,97,105,G,http://www.moriacps.vic.edu.au/,-38.241691,144.176818,-38.241378,144.175307,"785 HENDY MAIN RD, MORIAC, VIC 3240",MORIAC,2,Sensis,
2013,44708,Ringwood North Primary School,RINGWOOD NORTH,172 OBAN ROAD,3134,VIC,G,Primary, Prep-6,502,501.2,245,257,G,http://www.ringwoodnorthps.vic.edu.au/,-37.792224,145.230511,-37.793229,145.230394,"172-180 OBAN RD, RINGWOOD NORTH, VIC 3134",RINGWOOD NORTH,2,Sensis,
2013,44709,Red Cliffs East Primary School,RED CLIFFS,BLOCK 67A NERRUM AVENUE,3496,VIC,G,Primary, Prep-6,106,106,53,53,G,http://www.rceps.vic.edu.au,-34.299228,142.216135,-34.299228,142.216135,"76 NERRUM AV, RED CLIFFS, VIC 3496",RED CLIFFS,2,Sensis,
2013,44710,Lloyd Street Primary School,MALVERN EAST,LLOYD STREET,3145,VIC,G,Primary, Prep-6,533,533,251,282,G,http://www.lloydstps.vic.edu.au,-37.8725701,145.0564078,-37.8725701,145.0564078,"Lloyd Street School, 6 Lloyd Street, Malvern East VIC 3145, Australia",MALVERN EAST,3,Google,
2013,44711,Bayswater North Primary School,BAYSWATER NORTH,STUART STREET,3153,VIC,G,Primary, Prep-6,398,398,175,223,G,http://www.bayswaternorth.vic.edu.au/,-37.8287568,145.2958287,-37.8287568,145.2958287,"Bayswater North Primary School, Stuart Close, Bayswater North VIC 3153, Australia",BAYSWATER NORTH,3,Google,
2013,44712,Westbreen Primary School,PASCOE VALE,2-10 PASCOE STREET,3044,VIC,G,Primary, Prep-6,218,216.2,107,111,G,http://www.westbreenps.vic.edu.au,-37.715667,144.935852,-37.716408,144.935768,"2-10 PASCOE ST, PASCOE VALE, VIC 3044",PASCOE VALE,2,Sensis,
2013,44713,Point Cook Prep - Year 9 College,POINT COOK,18 - 50 PONSFORD DRIVE,3030,VIC,G,Combined, Prep-9,1312,1312,606,706,G,http://www.pcc.vic.edu.au/,-37.894212,144.725466,-37.894784,144.724566,"18-50 PONSFORD DR, POINT COOK, VIC 3030",POINT COOK,2,Sensis,
2013,44714,Footscray North Primary School,FOOTSCRAY,14 ROSAMOND ROAD,3011,VIC,G,Primary, Prep-6,286,286,132,154,G,http://www.footsnth.vic.edu.au/,-37.787839,144.885472,-37.787439,144.883306,"14 ROSAMOND RD, FOOTSCRAY, VIC 3011",FOOTSCRAY,2,Sensis,
2013,44715,Piangil Primary School,PIANGIL,41 HIGH STREET,3597,VIC,G,Primary," 1-2, 5-6",6,6,5,1,G,http://www.piangilps.vic.edu.au,-35.056041,143.314613,-35.056041,143.314613,"29 HIGH ST, PIANGIL, VIC 3597",PIANGIL,2,Sensis,
2013,44716,Airly Primary School,AIRLY,226 AIRLY ESTATE ROAD,3851,VIC,G,Primary," Prep-1, 3-4, 6",13,13,5,8,G,http://www.airlyps.vic.edu.au,-38.025955,147.113304,-38.026068,147.114249,"226 AIRLY ESTATE RD, AIRLY, VIC 3851",AIRLY,2,Sensis,
2013,44717,Camberwell South Primary School,GLEN IRIS,PEATE AVENUE,3146,VIC,G,Primary, Prep-6,529,527.6,263,266,G,http://www.cambsth.vic.edu.au,-37.8477469,145.0621784,-37.8477469,145.0621784,"Camberwell South Primary School, Peate Avenue, Glen Iris VIC 3146, Australia",GLEN IRIS,3,Google,
2013,44718,Parkdale Primary School,PARKDALE,305 NEPEAN HIGHWAY,3195,VIC,G,Primary, Prep-6,523,522.1,268,255,G,http://www.parkdaleps.vic.edu.au,-37.992861,145.083892,-37.993334,145.082977,"301-311 NEPEAN HWY, PARKDALE, VIC 3195",PARKDALE,2,Sensis,
2013,44719,Hughesdale Primary School,HUGHESDALE,BRINE STREET,3166,VIC,G,Primary, Prep-6,475,475,248,227,G,http://www.hughesdaleps.vic.edu.au,-37.9057032,145.0780384,-37.9057032,145.0780384,"Hughesdale Primary School, Brine Street, Hughesdale VIC 3166, Australia",HUGHESDALE,3,Google,
2013,44720,Westgarth Primary School,NORTHCOTE,45 BROOKE ST & 311 CLARKE ST,3070,VIC,G,Primary, Prep-6,584,584,289,295,G,http://www.wgps.vic.edu.au,-37.77696,145.006844,-37.777676,145.006757,"311-351 CLARKE ST, NORTHCOTE, VIC 3070",NORTHCOTE,2,Sensis,
2013,44721,Auburn South Primary School,HAWTHORN EAST,419 TOORONGA ROAD,3123,VIC,G,Primary, Prep-6,611,611,294,317,G,http://www.auburnsthps.vic.edu.au,-37.839131,145.044822,-37.839359,145.046062,"417-419 TOORONGA RD, HAWTHORN EAST, VIC 3123",HAWTHORN EAST,2,Sensis,
2013,44722,Aspendale Primary School,ASPENDALE,23 LAURA STREET,3195,VIC,G,Primary, Prep-6,418,418,209,209,G,http://www.aspendale.vic.edu.au,-38.01966,145.101206,-38.020804,145.099664,"23 LAURA ST, ASPENDALE, VIC 3195",ASPENDALE,2,Sensis,
2013,44723,Eltham North Primary School,ELTHAM NORTH,35-47 WATTLETREE ROAD,3095,VIC,G,Primary, Prep-6,528,528,239,289,G,http://www.elthamnorthps.vic.edu.au,-37.69971,145.150913,-37.699671,145.151582,"35-47 WATTLETREE RD, ELTHAM NORTH, VIC 3095",ELTHAM NORTH,2,Sensis,
2013,44724,Merrivale Primary School,WARRNAMBOOL,158 MERRIVALE DRIVE,3280,VIC,G,Primary, Prep-6,229,229,108,121,G,http://www.vrqa.vic.gov.au/StateRegister/Provider.aspx/DetailsProvider?AccountID=174b5524-ed32-de11-9c94-002185cd8e5c,-38.377785,142.456493,-38.378405,142.456293,"158-164 MERRIVALE DR, WARRNAMBOOL, VIC 3280",WARRNAMBOOL,2,Sensis,
2013,44725,Dandenong West Primary School,DANDENONG,32 BIRDWOOD AVENUE,3175,VIC,G,Primary, Prep-6,326,325.2,150,176,G,http://www.dandywestps.vic.edu.au,-37.98087,145.200567,-37.980624,145.200596,"32 BIRDWOOD AV, DANDENONG, VIC 3175",DANDENONG,2,Sensis,
2013,44726,Yarra Road Primary School,CROYDON,222 - 228 YARRA ROAD,3136,VIC,G,Primary, Prep-6,360,360,175,185,G,http://www.yarrardps.vic.edu.au,-37.766584,145.273703,-37.766706,145.271976,"222-228 YARRA RD, CROYDON NORTH, VIC 3136",CROYDON NORTH,2,Sensis,
2013,44727,Aberfeldie Primary School,ESSENDON,1 DOONE STREET,3040,VIC,G,Primary, Prep-6,325,325,149,176,G,http://www.aberfeldieps.vic.edu.au/home/,-37.756554,144.89441,-37.7566,144.895656,"1 DOONE ST, ABERFELDIE, VIC 3040",ABERFELDIE,2,Sensis,
2013,44728,Manifold Heights Primary School,MANIFOLD HEIGHTS,STRACHAN AVENUE,3218,VIC,G,Primary, Prep-6,368,368,179,189,G,http://www.manifold.vic.edu.au/,-38.136156,144.332652,-38.136156,144.332652,"Manifold Heights Primary School, Strachan Avenue, Manifold Heights VIC 3218, Australia",MANIFOLD HEIGHTS,3,Google,
2013,44729,Nungurner Primary School,NUNGURNER,455 NUNGURNER ROAD,3909,VIC,G,Primary," 1-2, 4-6",11,11,4,7,G,http://www.nungurnerps.vic.edu.au/,-37.866259,147.887772,-37.865347,147.888128,"455 NUNGURNER RD, NUNGURNER, VIC 3909",NUNGURNER,2,Sensis,
2013,44730,Dingley Primary School,DINGLEY VILLAGE,111-115 CENTRE DANDENONG ROAD,3172,VIC,G,Primary, Prep-6,317,317,153,164,G,http://www.dingleyps.vic.edu.au,-37.982122,145.132352,-37.983082,145.131767,"111-115 CENTRE DANDENONG RD, DINGLEY VILLAGE, VIC 3172",DINGLEY VILLAGE,2,Sensis,
2013,44731,Cardross Primary School,CARDROSS,415 DAIRTNUNK AVENUE,3496,VIC,G,Primary, Prep-6,76,76,40,36,G,http://www.cardrossps.vic.edu.au,-34.288114,142.145321,-34.288324,142.144522,"415 DAIRTNUNK AV, CARDROSS, VIC 3496",CARDROSS,2,Sensis,
2013,44732,Albion Primary School,ALBION,ADELAIDE STREET,3020,VIC,G,Primary, Prep-6,148,148,66,82,G,http://www.albionps.vic.edu.au,-37.7775412,144.8196799,-37.7775412,144.8196799,"Albion Primary School, Adelaide Street, Albion VIC 3020, Australia",ALBION,3,Google,
2013,44733,Lemnos Primary School,LEMNOS,LEMNOS ROAD,3631,VIC,G,Primary," Prep, 2-6",22,22,10,12,G,http://www.lemnosps.vic.edu.au/,-36.3580919,145.4624926,-36.3580919,145.4624926,"Lemnos Primary School, Lemnos North Road, Lemnos VIC 3631, Australia",LEMNOS,3,Google,
2013,44734,Tarwin Lower Primary School,TARWIN LOWER,SCHOOL ROAD,3956,VIC,G,Primary, Prep-6,40,40,20,20,G,http://www.tarwinlowerps.vic.edu.au/,-38.7021674,145.8666049,-38.7021674,145.8666049,"Tarwin Lower Primary School, 34 School Road, Tarwin Lower VIC 3956, Australia",TARWIN LOWER,3,Google,
2013,44735,Nepean Special School,SEAFORD,33 KLAUER ST,3198,VIC,G,Special, U,86,83.8,41,45,G,http://www.nepean.vic.edu.au,-38.120075,145.142287,-38.119265,145.142382,"33 KLAUER ST, SEAFORD, VIC 3198",SEAFORD,2,Sensis,
2013,44737,Brunswick South West Primary School,BRUNSWICK WEST,SOUTH DALY STREET,3055,VIC,G,Primary, Prep-6,320,320,171,149,G,http://www.brunswicksw-ps.vic.edu.au/html/index.html,-37.7708097,144.9436269,-37.7708097,144.9436269,"Brunswick South West Primary School Out of School Hours Program, West Brunswick VIC 3054, Australia",WEST BRUNSWICK,3,Google,
2013,44738,Bell Primary School,PRESTON,78A OAKOVER ROAD,3072,VIC,G,Primary, Prep-6,353,351.8,165,188,G,http://www.bellps.vic.edu.au,-37.747547,144.990482,-37.748822,144.990349,"78A OAKOVER RD, PRESTON, VIC 3072",PRESTON,2,Sensis,
2013,44739,Chatham Primary School,SURREY HILLS,WEYBRIDGE STREET,3127,VIC,G,Primary, Prep-6,422,422,182,240,G,http://www.chathamps.vic.edu.au,-37.8179706,145.0931548,-37.8179706,145.0931548,"Chatham Primary School, Weybridge Street, Surrey Hills VIC 3127, Australia",SURREY HILLS,3,Google,
2013,44740,Caulfield South Primary School,CAULFIELD SOUTH,24 BUNDEERA ROAD,3162,VIC,G,Primary, Prep-6,503,503,244,259,G,http://www.caulfieldsthps.vic.edu.au,-37.895535,145.030382,-37.895055,145.030441,"24 BUNDEERA RD, CAULFIELD SOUTH, VIC 3162",CAULFIELD SOUTH,2,Sensis,
2013,44741,Ashburton Primary School,ASHBURTON,FAKENHAM ROAD,3147,VIC,G,Primary, Prep-6,538,538,273,265,G,http://www.ashburtonps.vic.edu.au,-37.8622856,145.0845493,-37.8622856,145.0845493,"Ashburton Primary School Car Park, 12 Fakenham Road, Ashburton VIC 3147, Australia",ASHBURTON,3,Google,
2013,44742,Bentleigh West Primary School,BENTLEIGH,23 BREWER ROAD,3204,VIC,G,Primary, Prep-6,565,565,272,293,G,http://www.bwps.net.au,-37.919883,145.026559,-37.920856,145.026455,"23 BREWER RD, BENTLEIGH, VIC 3204",BENTLEIGH,2,Sensis,
2013,44743,Seaspray Primary School,SEASPRAY,15 PROSPECT ROAD,3851,VIC,G,Primary," Prep, 2, 4-6",13,13,9,4,G,http://www.seasprayps.vic.edu.au/,-38.356667,147.171055,-38.356667,147.171055,"15 PROSPECT RD, SEASPRAY, VIC 3851",SEASPRAY,2,Sensis,
2013,44744,Anglesea Primary School,ANGLESEA,85 CAMP ROAD,3230,VIC,G,Primary, Prep-6,122,122,55,67,G,http://www.angleseaps.vic.edu.au,-38.396689,144.190999,-38.397396,144.191805,"85 CAMP RD, ANGLESEA, VIC 3230",ANGLESEA,2,Sensis,
2013,44772,Traralgon (Stockdale Road) Primary School,TRARALGON,7 STOCKDALE ROAD,3844,VIC,G,Primary, Prep-6,472,471.4,233,239,G,http://www.stockdalerd.vic.edu.au,-38.19016,146.523611,-38.190256,146.524297,"7-25 STOCKDALE RD, TRARALGON, VIC 3844",TRARALGON,2,Sensis,
2013,44745,Briar Hill Primary School,BRIAR HILL,GLADSTONE ROAD,3088,VIC,G,Primary, Prep-6,183,183,91,92,G,http://www.vrqa.vic.gov.au/StateRegister/Provider.aspx/DetailsProvider?AccountID=0e8ec00c-ed32-de11-9c94-002185cd8e5c,-37.7081629,145.1160643,-37.7081629,145.1160643,"Briar Hill Primary School OSHC, 25 Gladstone Road, Briar Hill VIC 3088, Australia",BRIAR HILL,3,Google,
2013,44746,Zeerust Primary School,ZEERUST,245 ZEERUST ROAD,3634,VIC,G,Primary," Prep-2, 4-6",21,19.8,11,10,G,http://www.zeerustps.vic.edu.au/,-36.278385,145.407042,-36.276344,145.407039,"245 ZEERUST RD, ZEERUST, VIC 3634",ZEERUST,2,Sensis,
2013,44747,Mckinnon Primary School,ORMOND,253 TUCKER ROAD,3204,VIC,G,Primary, Prep-6,782,782,371,411,G,http://www.mckinnon-primary.vic.edu.au,-37.909359,145.052489,-37.909406,145.052792,"253 TUCKER RD, ORMOND, VIC 3204",ORMOND,2,Sensis,
2013,44748,Clayton South Primary School,CLAYTON SOUTH,539 CLAYTON ROAD,3169,VIC,G,Primary, Prep-6,154,154,77,77,G,http://www.claytonsouthps.vic.edu.au,-37.940523,145.115497,-37.940711,145.116688,"539 CLAYTON RD, CLAYTON SOUTH, VIC 3169",CLAYTON SOUTH,2,Sensis,
2013,44749,Ivanhoe East Primary School,IVANHOE EAST,WARNCLIFFE ROAD,3079,VIC,G,Primary, Prep-6,548,548,240,308,G,http://www.ivanhoeeastps.vic.edu.au/,-37.7745533,145.058944,-37.7745533,145.058944,"Ivanhoe East Primary School, 386 Warnecliffe Road, Ivanhoe East VIC 3079, Australia",IVANHOE EAST,3,Google,
2013,44750,Cobains Primary School,COBAINS,3 CROFTS ROAD,3851,VIC,G,Primary, Prep-6,44,44,21,23,G,http://www.cobains.vic.edu.au,-38.074391,147.132243,-38.074521,147.13293,"3 CROFTS RD, COBAINS, VIC 3851",COBAINS,2,Sensis,
2013,44751,Mildura South Primary School,MILDURA SOUTH,593 DEAKIN AVENUE,3501,VIC,G,Primary, Prep-6,658,658,313,345,G,http://www.msps.vic.edu.au,-34.213418,142.126627,-34.214137,142.127222,"593 DEAKIN AV, MILDURA, VIC 3500",MILDURA,2,Sensis,
2013,44752,Tate Street Primary School Geelong,EAST GEELONG,TATE STREET,3219,VIC,G,Primary, Prep-6,107,107,42,65,G,http://www.tatestps.vic.edu.au,-38.1657029,144.3787838,-38.1657029,144.3787838,"Tate Street Primary School, 1A Tate Street, East Geelong VIC 3219, Australia",EAST GEELONG,3,Google,
2013,44753,Brunswick North West Primary School,BRUNSWICK WEST,CULLODEN STREET,3055,VIC,G,Primary, Prep-6,257,256.2,125,132,G,http://www.brunswicknwps.vic.edu.au,-37.7566117,144.9436043,-37.7566117,144.9436043,"Brunswick North West Primary School, Culloden Street, Brunswick West VIC 3055, Australia",BRUNSWICK WEST,3,Google,
2013,44754,Katandra West Primary School,KATANDRA WEST,17-27 BANKIN STREET,3634,VIC,G,Primary, Prep-6,68,68,35,33,G,http://www.katandra-west-ps.vic.edu.au/,-36.225204,145.5604,-36.225919,145.560398,"17-27 BANKIN ST, KATANDRA WEST, VIC 3634",KATANDRA WEST,2,Sensis,
2013,44755,Fleetwood Primary School,NARRE WARREN,97 FLEETWOOD DRIVE,3805,VIC,G,Primary, Prep-6,323,323,155,168,G,http://www.fleetwoodps.vic.edu.au/,-38.039908,145.31707,-38.038976,145.317123,"97-117 FLEETWOOD DR, NARRE WARREN, VIC 3805",NARRE WARREN,2,Sensis,
2013,44756,Sunnycliffs Primary School,SUNNYCLIFFS,SUNNYCLIFFS CRESCENT,3496,VIC,G,Primary, Prep-6,26,26,8,18,G,http://sunnycliffsps.vic.edu.au/,-34.2875342,142.191754,-34.2875342,142.191754,"SUNNYCLIFFS CR, RED CLIFFS, VIC 3496",RED CLIFFS,4,Sensis,
2013,44757,Sandringham East Primary School,SANDRINGHAM,HOLLOWAY ROAD,3191,VIC,G,Primary, Prep-6,461,461,210,251,G,http://www.sandringhameastps.vic.edu.au,-37.9566329,145.0226735,-37.9566329,145.0226735,"Sandringham East Primary School, Holloway Road, Sandringham East VIC 3191, Australia",SANDRINGHAM EAST,3,Google,
2013,44758,Seaholme Primary School,SEAHOLME,CNR MILLERS RD & CIVIC PARADE,3018,VIC,G,Primary, Prep-6,266,266,118,148,G,http://www.seaholmeps.vic.edu.au,-37.8646752,144.8403946,-37.8646752,144.8403946,"Seaholme Primary School, Millers Road, Altona VIC 3018",ALTONA,3,Google,
2013,44759,Somers Primary School,SOMERS,87 CAMP HILL ROAD,3927,VIC,G,Primary, Prep-6,191,190.5,90,101,G,http://www.somersps.vic.edu.au/,-38.392596,145.165654,-38.392596,145.165654,"87 CAMP HILL RD, SOMERS, VIC 3927",SOMERS,2,Sensis,
2013,44760,Upwey Primary School,UPWEY,15 DARLING AVENUE,3158,VIC,G,Primary, Prep-6,91,91,47,44,G,http://www.upweyps.vic.edu.au/,-37.902734,145.333134,-37.902869,145.332591,"15 DARLING AV, UPWEY, VIC 3158",UPWEY,2,Sensis,
2013,44761,Coburg North Primary School,COBURG,180 O'HEA STREET,3058,VIC,G,Primary, Prep-6,185,185,88,97,G,http://www.coburg-north-ps.vic.edu.au,-37.736204,144.951469,-37.736204,144.951469,"180 OHEA ST, COBURG, VIC 3058",COBURG,2,Sensis,
2013,44763,Rosanna Primary School,ROSANNA,GRANDVIEW GROVE,3084,VIC,G,Primary, Prep-6,315,315,174,141,G,http://www.rosannaps.vic.edu.au,-37.7351731,145.063295,-37.7351731,145.063295,"Rosanna Primary School, Grandview Grove, Rosanna VIC 3084, Australia",ROSANNA,3,Google,
2013,44764,Wantirna South Primary School,WANTIRNA SOUTH,16 TYNER ROAD,3152,VIC,G,Primary, Prep-6,222,222,109,113,G,http://www.wantirnasouthps.vic.edu.au,-37.871811,145.236386,-37.871826,145.237539,"16 TYNER RD, WANTIRNA SOUTH, VIC 3152",WANTIRNA SOUTH,2,Sensis,
2013,44765,Strathmore Primary School,STRATHMORE,LLOYD STREET,3041,VIC,G,Primary, Prep-6,532,530.6,229,303,G,http://www.strathmoreps.vic.edu.au,-37.735098,144.9168892,-37.735098,144.9168892,"Strathmore Primary School, Lloyd Street, Strathmore VIC 3041, Australia",STRATHMORE,3,Google,
2013,44766,Balwyn North Primary School,BALWYN NORTH,BUCHANAN AVENUE,3104,VIC,G,Primary, Prep-6,373,373,171,202,G,http://www.balwynnorthps.vic.edu.au,-37.7963243,145.0765864,-37.7963243,145.0765864,"Balwyn North Primary School, Buchanan Avenue, Melbourne VIC 3104, Australia",MELBOURNE,3,Google,
2013,44767,Solway Primary School,ASHBURTON,WINTON ROAD,3147,VIC,G,Primary, Prep-6,387,386.2,179,208,G,http://www.solway.vic.edu.au/,-37.8733036,145.0729716,-37.8733036,145.0729716,"Solway Primary School, Winton Road, Ashburton VIC 3147, Australia",ASHBURTON,3,Google,
2013,44768,Wangaratta West Primary School,WANGARATTA,PHILLIPSON STREET,3677,VIC,G,Primary, Prep-6,295,295,144,151,G,http://www.wangwestps.vic.edu.au,-36.3540439,146.3042396,-36.3540439,146.3042396,"Wangaratta West Primary School, Wangaratta VIC 3676, Australia",WANGARATTA,3,Google,
2013,44769,Mount Beauty Primary School,MOUNT BEAUTY,LAKESIDE AVENUE,3699,VIC,G,Primary, Prep-6,159,159,87,72,G,http://www.mtbeautyps.vic.edu.au/,-36.7383911,147.1742642,-36.7383911,147.1742642,"Mount Beauty Primary School, Lakeside Avenue, Mount Beauty VIC 3699, Australia",MOUNT BEAUTY,3,Google,
2013,44770,Newlands Primary School,PRESTON,2-26 MURPHY STREET,3072,VIC,G,Primary, Prep-6,108,108,41,67,G,http://www.newlandsps.vic.edu.au/,-37.729846,144.985444,-37.730337,144.985394,"2-26 MURPHY ST, PRESTON, VIC 3072",PRESTON,2,Sensis,
2013,44771,Newborough Primary School,NEWBOROUGH,MURRAY ROAD,3825,VIC,G,Primary, Prep-6,149,149,75,74,G,http://www.newboroughps.vic.edu.au,-38.1892792,146.292973,-38.1892792,146.292973,"Newborough Primary School, Murray Road, Newborough VIC 3825, Australia",NEWBOROUGH,3,Google,
2013,44773,Gowrie Street Primary School Shepparton,SHEPPARTON,1-19 GOWRIE STREET,3630,VIC,G,Primary, Prep-6,245,245,120,125,G,http://www.gowriestps.vic.edu.au,-36.366955,145.397526,-36.366682,145.396176,"1-19 GOWRIE ST, SHEPPARTON, VIC 3630",SHEPPARTON,2,Sensis,
2013,44774,Tootgarook Primary School,TOOTGAROOK,CARMICHAEL STREET,3941,VIC,G,Primary, Prep-6,234,234,118,116,G,http://www.tootps.vic.edu.au,-38.3694999,144.8576841,-38.3694999,144.8576841,"Tootgarook Primary School, Carmichael Street, Tootgarook VIC 3941, Australia",TOOTGAROOK,3,Google,
2013,44775,Moe (South Street) Primary School,MOE,34 SOUTH STREET,3825,VIC,G,Primary, Prep-6,247,247,123,124,G,http://www.moe-southst-ps.vic.edu.au/,-38.183908,146.259555,-38.183908,146.259555,"34 SOUTH ST, MOE, VIC 3825",MOE,2,Sensis,
2013,44776,Roslyn Primary School,BELMONT,ROSLYN ROAD,3216,VIC,G,Primary, Prep-6,155,154.2,65,90,G,http://www.roslynps.vic.edu.au/,-38.1746261,144.3298075,-38.1746261,144.3298075,"Roslyn Primary School, 183 Roslyn Road, Belmont VIC 3216",BELMONT,3,Google,
